name,player_id,team_id,role,height,weight,foot,nationality,birth_area,birthday,league
R_Steffen,217052,2451,MD,170,65,left,Switzerland,Switzerland,1991/11/03,Germany
Y_Gerhardt,228639,2451,DF,184,81,left,Germany,Germany,1994/03/13,Germany
J_Brekalo,284469,2451,MD,175,70,right,Croatia,Croatia,1998/06/23,Germany
L_Dimata,285727,2451,FW,184,75,right,Belgium,Cong_DR,1997/09/01,Germany
F_Uduokhai,337682,2451,DF,192,78,right,Germany,Germany,1997/09/09,Germany
E_Rexhbecaj,337903,2451,MD,182,75,left,Germany,Albania,1997/11/01,Germany
William,343685,2451,DF,172,70,right,Brazil,Brazil,1995/04/03,Germany
P_Jaeckel,391643,2451,DF,189,80,right,Germany,Germany,1998/07/22,Germany
V_Osimhen,403273,2451,FW,185,76,right,Nigeria,Nigeria,1998/12/29,Germany
G_Itter,425923,2451,DF,184,72,left,Germany,Germany,1999/01/05,Germany
A_Ignjovski,14695,2453,DF,175,71,right,Serbia,Serbia,1991/01/27,Germany
N_Petersen,14734,2453,FW,188,85,right,Germany,Germany,1988/12/06,Germany
K_Guédé,14992,2453,FW,184,87,right,Slovakia,Togo,1985/01/07,Germany
M_Frantz,15131,2453,MD,182,80,right,Germany,Germany,1986/10/14,Germany
N_Höfler,15430,2453,MD,181,78,right,Germany,Germany,1990/03/09,Germany
J_Haberer,15487,2453,MD,186,78,right,Germany,Germany,1994/04/02,Germany
F_Niederlechner,15503,2453,FW,186,86,right,Germany,Germany,1990/10/24,Germany
M_Terrazzino,15533,2453,FW,176,74,right,Italy,Germany,1991/04/15,Germany
P_Klandt,16154,2453,GK,184,81,right,Germany,Germany,1983/09/29,Germany
L_Kübler,18670,2453,DF,183,73,right,Germany,Germany,1992/08/30,Germany
A_Schwolow,19525,2453,GK,189,83,right,Germany,Germany,1992/06/02,Germany
M_Gulde,19720,2453,DF,184,78,right,Germany,Germany,1991/02/12,Germany
Y_Ravet,25871,2453,MD,178,74,right,France,France,1989/09/12,Germany
G_Bussmann,27393,2453,DF,184,76,left,France,France,1991/02/02,Germany
A_Abrashi,49982,2453,MD,172,71,right,Albania,Switzerland,1990/03/27,Germany
R_Gikiewicz,99749,2453,GK,190,81,right,Poland,Poland,1987/10/26,Germany
C_Stanko,145030,2453,MD,180,81,right,Poland,Unite_States,1993/07/26,Germany
M_Kempf,146569,2453,DF,186,87,left,Germany,Germany,1995/01/28,Germany
C_Günter,216074,2453,DF,185,80,left,Germany,Germany,1993/02/28,Germany
T_Kleindienst,228765,2453,FW,194,82,right,Germany,Germany,1995/08/31,Germany
P_Lienhart,255732,2453,DF,185,81,right,Austria,Austria,1996/07/11,Germany
B_Kapustka,269189,2453,MD,179,62,right,Poland,Poland,1996/12/23,Germany
F_Kath,269490,2453,MD,184,74,left,Germany,Germany,1994/10/21,Germany
L_Höler,271990,2453,FW,184,80,right,Germany,Germany,1994/07/10,Germany
M_Dräger,272234,2453,MD,178,70,right,Tunisia,Germany,1996/06/25,Germany
P_Stenzel,272378,2453,DF,183,72,right,Germany,Germany,1996/03/20,Germany
C_Okoroji,330446,2453,DF,177,72,left,Nigeria,England,1997/04/19,Germany
R_Koch,336829,2453,DF,190,82,right,Germany,Germany,1996/07/17,Germany
C_Söyüncü,344864,2453,DF,187,84,right,Turkey,Turkey,1996/05/23,Germany
V_Sierro,373636,2453,MD,185,75,right,Switzerland,Switzerland,1995/10/08,Germany
I_Traoré,14758,2454,MD,171,61,left,Guinea,France,1988/04/21,Germany
C_Kramer,14838,2454,MD,191,76,right,Germany,Germany,1991/02/19,Germany
M_Ginter,14991,2454,DF,191,89,right,Germany,Germany,1994/01/19,Germany
O_Wendt,15014,2454,DF,181,82,left,Sweden,Sweden,1985/10/24,Germany
P_Herrmann,15018,2454,MD,179,70,right,Germany,Germany,1991/02/12,Germany
T_Jantschke,15019,2454,DF,177,76,right,Germany,Germany,1990/04/07,Germany
L_Stindl,15051,2454,FW,181,80,right,Germany,Germany,1988/08/26,Germany
T_Sippel,15061,2454,GK,183,78,right,Germany,Germany,1988/03/22,Germany
Raffael,15107,2454,FW,174,69,right,Brazil,Brazil,1985/03/28,Germany
F_Johnson,15804,2454,MD,183,74,right,Unite_States,Germany,1987/12/11,Germany
T_Strobl,15813,2454,MD,188,77,right,Germany,Germany,1990/05/12,Germany
J_Hofmann,18591,2454,MD,176,70,right,Germany,Germany,1992/07/14,Germany
T_Hazard,25622,2454,FW,174,69,right,Belgium,Belgium,1993/03/29,Germany
Y_Sommer,49855,2454,GK,183,79,right,Switzerland,Switzerland,1988/12/17,Germany
R_Bobadilla,49907,2454,FW,181,88,right,Paraguay,Argentina,1987/06/18,Germany
M_Lang,49977,2454,DF,185,79,right,Switzerland,Switzerland,1991/02/08,Germany
J_Drmic,50023,2454,FW,183,81,right,Croatia,Switzerland,1992/08/08,Germany
V_Grifo,221452,2454,MD,180,72,right,Italy,Germany,1993/04/07,Germany
N_Elvedi,236528,2454,DF,189,78,right,Switzerland,Switzerland,1996/09/30,Germany
L_Bénes,282194,2454,MD,181,72,left,Slovakia,Slovakia,1997/09/09,Germany
M_Nicolas,327077,2454,GK,193,87,right,Germany,Germany,1997/10/21,Germany
J_Hoffmanns,337781,2454,DF,176,0,right,Germany,Germany,1997/02/26,Germany
R_Oxford,340476,2454,DF,191,78,right,Jamaica,England,1998/12/16,Germany
D_Zakaria,360992,2454,MD,191,80,right,Cong_DR,Switzerland,1996/11/20,Germany
J_Villalba,363648,2454,FW,174,65,right,Paraguay,Paraguay,1998/09/11,Germany
M_Benger,372316,2454,MD,188,73,right,Germany,Germany,1998/07/02,Germany
F_Mayer,391551,2454,DF,190,0,right,Germany,Germany,1998/03/04,Germany
M_Cuisance,404219,2454,MD,181,73,left,France,France,1999/08/16,Germany
J_Beyer,504037,2454,DF,187,80,right,Germany,Germany,2000/05/19,Germany
C_Benschop,91,2455,FW,191,91,right,Curaçao,Curaçao,1989/08/21,Germany
N_Füllkrug,14705,2455,FW,189,83,right,Germany,Germany,1993/02/09,Germany
M_Harnik,14760,2455,FW,185,80,right,Austria,Germany,1987/06/10,Germany
M_Bakalorz,14802,2455,MD,180,78,right,Germany,Germany,1989/09/13,Germany
M_Esser,14821,2455,GK,198,99,right,Germany,Germany,1987/11/22,Germany
O_Sorg,14988,2455,DF,175,69,right,Germany,Germany,1990/05/29,Germany
M_Schmiedebach,15050,2455,MD,171,70,right,Germany,Germany,1988/12/05,Germany
S_Maier,15225,2455,MD,179,68,right,Germany,Germany,1993/09/18,Germany
P_Schwegler,15256,2455,MD,178,74,right,Switzerland,Switzerland,1987/03/09,Germany
F_Klaus,15456,2455,MD,179,79,right,Germany,Germany,1992/09/13,Germany
M_Ostrzolek,15772,2455,DF,178,72,left,Poland,Germany,1990/06/05,Germany
P_Tschauner,16010,2455,GK,196,93,right,Germany,Germany,1985/11/03,Germany
J_Korb,16884,2455,DF,177,70,right,Germany,Germany,1992/03/21,Germany
F_Hübner,18581,2455,DF,193,84,right,Germany,Germany,1991/03/01,Germany
Felipe,38082,2455,DF,193,90,left,Italy,Brazil,1987/05/15,Germany
Miik_Albornoz,50800,2455,DF,180,80,left,Chile,Sweden,1990/11/30,Germany
K_Wimmer,65254,2455,DF,187,85,left,Austria,Austria,1992/11/15,Germany
G_Haraguchi,94650,2455,MD,177,68,right,Japan,Japan,1991/05/09,Germany
J_Elez,135788,2455,DF,189,89,right,Croatia,Croatia,1994/04/25,Germany
K_Karaman,165431,2455,FW,189,83,left,Turkey,Germany,1994/03/05,Germany
I_Fossum,208089,2455,MD,180,73,right,Norway,Norway,1996/07/15,Germany
I_Bebou,224801,2455,FW,183,72,right,Germany,Togo,1994/04/23,Germany
L_Weinkauf,253843,2455,GK,196,82,right,Germany,Germany,1996/07/07,Germany
W_Anton,272434,2455,DF,189,75,right,Germany,Uzbekistan,1996/07/20,Germany
T_Hübers,272435,2455,DF,190,82,right,Germany,Germany,1996/07/20,Germany
N_Sarenren-Bazee,272436,2455,MD,182,70,right,Nigeria,Germany,1996/08/21,Germany
M_Sündermann,366197,2455,GK,186,0,right,Germany,Germany,1998/05/16,Germany
L_Maina,448215,2455,MD,173,65,right,Germany,Germany,1999/06/23,Germany
S_Kalou,7904,2457,FW,184,77,right,Côt_d'Ivoire,Côt_d'Ivoire,1985/08/05,Germany
K_Rekik,8309,2457,DF,186,79,left,Tunisia,Netherlands,1994/12/02,Germany
V_Ibišević,14762,2457,FW,188,82,right,Unite_States,Bosnia-Herzegovina,1984/08/06,Germany
J_Schieber,14764,2457,FW,186,83,left,Germany,Germany,1989/02/13,Germany
P_Skjelbred,14905,2457,MD,175,74,right,Norway,Norway,1987/06/16,Germany
M_Leckie,15020,2457,FW,181,82,right,Australia,Australia,1991/02/04,Germany
T_Kraft,15090,2457,GK,187,78,right,Germany,Germany,1988/07/22,Germany
F_Lustenberger,15103,2457,DF,180,70,right,Switzerland,Switzerland,1988/05/02,Germany
M_Plattenhardt,15125,2457,DF,181,76,left,Germany,Germany,1992/01/26,Germany
A_Esswein,15141,2457,MD,183,85,right,Germany,Germany,1990/03/25,Germany
M_Weiser,15276,2457,MD,176,67,right,Germany,Germany,1994/04/21,Germany
P_Pekarík,32959,2457,DF,176,70,right,Slovakia,Slovakia,1986/10/30,Germany
R_Jarstein,54579,2457,GK,190,82,right,Norway,Norway,1984/09/29,Germany
V_Darida,82518,2457,MD,171,64,right,Czec_Republic,Czec_Republic,1990/08/08,Germany
D_Selke,134399,2457,FW,192,82,right,Ethiopia,Germany,1995/01/20,Germany
N_Stark,173212,2457,DF,190,81,right,Germany,Germany,1995/04/14,Germany
V_Lazaro,208652,2457,MD,178,75,right,Austria,Austria,1996/03/24,Germany
O_Duda,218896,2457,MD,181,74,right,Slovakia,Slovakia,1994/12/05,Germany
J_Torunarigha,275121,2457,DF,189,77,left,Nigeria,Germany,1997/08/07,Germany
M_Mittelstädt,337890,2457,DF,178,69,left,Germany,Germany,1997/03/18,Germany
M_Čović,383237,2457,MD,175,62,right,Croatia,Germany,1998/04/17,Germany
F_Baak,425921,2457,DF,185,75,right,Germany,Germany,1999/03/18,Germany
A_Maier,425926,2457,MD,183,79,right,Germany,Germany,1999/01/08,Germany
D_Smarsch,433009,2457,GK,195,97,right,Germany,Germany,1999/01/14,Germany
P_Dárdai,448246,2457,FW,175,63,left,Hungary,Germany,1999/04/24,Germany
J_Klinsmann,492782,2457,GK,194,70,right,Germany,Unite_States,1997/04/08,Germany
N_d_Jong,8315,2460,MD,174,72,right,Suriname,Netherlands,1984/11/30,Germany
R_Adler,14766,2460,GK,191,87,right,Germany,Germany,1985/01/15,Germany
S_Bell,15178,2460,DF,192,86,right,Germany,Germany,1991/08/24,Germany
N_Bungert,15179,2460,DF,188,75,right,Germany,Germany,1986/10/24,Germany
A_Ujah,15201,2460,FW,183,75,right,Nigeria,Nigeria,1990/10/14,Germany
D_Brosinski,15399,2460,DF,178,70,right,Germany,Germany,1988/07/17,Germany
D_Latza,16303,2460,MD,179,78,right,Germany,Germany,1989/12/07,Germany
G_Donati,21469,2460,DF,178,82,right,Italy,Italy,1990/02/05,Germany
R_Quaison,51013,2460,MD,183,73,right,Ghana,Sweden,1993/10/09,Germany
K_Onisiwo,66654,2460,MD,188,76,right,Austria,Austria,1992/03/17,Germany
A_Maxim,83836,2460,MD,178,73,left,Romania,Romania,1990/07/08,Germany
P_D_Blasis,86517,2460,FW,165,60,right,Argentina,Argentina,1988/02/04,Germany
A_Hack,221172,2460,DF,193,82,left,Germany,Germany,1993/09/08,Germany
R_Zentner,222798,2460,GK,194,83,right,Germany,Germany,1994/10/28,Germany
L_Öztunali,223560,2460,MD,184,80,right,Turkey,Germany,1996/03/15,Germany
G_Holtmann,224896,2460,MD,183,77,left,Germany,Germany,1995/03/25,Germany
J_Gbamin,228980,2460,MD,186,83,right,Côt_d'Ivoire,Côt_d'Ivoire,1995/09/25,Germany
E_Berggreen,230687,2460,FW,194,88,right,Croatia,Denmark,1993/05/10,Germany
A_Diallo,235450,2460,DF,188,72,left,Senegal,France,1996/05/04,Germany
M_Niakhaté,290119,2460,DF,190,82,left,France,France,1996/03/08,Germany
S_Serdar,302600,2460,MD,183,75,right,Turkey,Germany,1997/04/11,Germany
F_Müller,337647,2460,GK,192,85,left,Germany,Germany,1997/11/13,Germany
R_Baku,391425,2460,MD,176,73,right,Cong_DR,Germany,1998/04/08,Germany
J_Willems,110,2462,DF,169,65,left,Curaçao,Netherlands,1994/03/30,Germany
J_d_Guzmán,3535,2462,MD,173,75,right,Netherlands,Canada,1987/09/13,Germany
Oma_Mascarell,4509,2462,MD,181,74,right,Spain,Spain,1993/02/02,Germany
D_d_Costa,14772,2462,DF,187,85,right,Angola,Germany,1993/07/13,Germany
M_Russ,14923,2462,DF,190,88,right,Germany,Germany,1985/08/04,Germany
M_Hasebe,14929,2462,MD,180,72,right,Japan,Japan,1984/01/18,Germany
T_Chandler,15139,2462,DF,186,84,right,Unite_States,Germany,1990/03/29,Germany
J_Zimmermann,16287,2462,GK,190,86,left,Germany,Germany,1985/04/19,Germany
D_Blum,16609,2462,MD,184,81,left,Germany,Germany,1991/01/07,Germany
K_Boateng,20402,2462,MD,186,86,right,Ghana,Germany,1987/03/06,Germany
G_Fernandes,20591,2462,MD,179,70,right,Switzerland,Cap_Verd_Islands,1986/09/02,Germany
S_Haller,25512,2462,FW,190,82,right,France,France,1994/06/22,Germany
S_Falette,26021,2462,DF,184,89,left,Frenc_Guiana,France,1992/02/19,Germany
D_Abraham,49856,2462,DF,188,83,right,Italy,Argentina,1986/07/15,Germany
B_Hrgota,51689,2462,FW,185,76,left,Sweden,Croatia,1993/01/12,Germany
L_Hradecky,55951,2462,GK,190,80,right,Finland,Slovakia,1989/11/24,Germany
F_Rønnow,56454,2462,GK,190,77,right,Denmark,Denmark,1992/08/04,Germany
A_Rebić,69616,2462,FW,185,78,right,Croatia,Croatia,1993/09/21,Germany
T_Tawatha,97555,2462,DF,176,81,left,Sudan,Israel,1992/06/21,Germany
M_Fabián,112253,2462,MD,170,65,right,Mexico,Mexico,1989/07/21,Germany
M_Gaćinović,136011,2462,MD,175,66,right,Bosnia-Herzegovina,Serbia,1995/02/08,Germany
M_Stendera,173213,2462,MD,173,73,right,Germany,Germany,1995/12/10,Germany
M_Wolf,224680,2462,MD,187,73,right,Germany,Germany,1995/05/27,Germany
C_Salcedo,255387,2462,DF,188,77,right,Mexico,Mexico,1993/09/29,Germany
L_Jović,258264,2462,FW,181,79,right,Serbia,Bosnia-Herzegovina,1997/12/23,Germany
D_Kamada,365880,2462,MD,180,72,right,Japan,Japan,1996/08/05,Germany
A_Barkok,391387,2462,MD,188,75,right,Morocco,Germany,1998/05/21,Germany
M_Ćavar,476054,2462,MD,180,67,right,Croatia,Bosnia-Herzegovina,1998/02/02,Germany
D_Beyreuther,491429,2462,DF,180,69,left,Nigeria,Germany,1999/09/06,Germany
C_Pizarro,14707,2463,FW,184,84,right,Italy,Peru,1978/10/03,Germany
M_Höger,14863,2463,MD,182,83,right,Germany,Germany,1989/09/16,Germany
M_Risse,15194,2463,MD,183,75,right,Germany,Germany,1989/12/17,Germany
T_Kessler,15235,2463,GK,197,92,right,Germany,Germany,1986/01/20,Germany
M_Lehmann,15253,2463,MD,179,75,right,Germany,Germany,1983/05/28,Germany
T_Horn,15265,2463,GK,192,90,left,Germany,Germany,1993/05/12,Germany
C_Clemens,15278,2463,MD,179,79,right,Germany,Germany,1991/08/04,Germany
L_Bittencourt,15317,2463,MD,171,63,right,Brazil,Germany,1993/12/19,Germany
S_Zoller,15543,2463,FW,179,70,right,Germany,Germany,1991/06/26,Germany
S_Terodde,16094,2463,FW,192,83,right,Germany,Germany,1988/03/02,Germany
D_Heintz,16843,2463,DF,189,87,left,Germany,Germany,1993/08/15,Germany
J_Hector,18669,2463,DF,185,75,left,Germany,Germany,1990/05/27,Germany
F_Sørensen,20680,2463,DF,194,88,right,Denmark,Denmark,1992/04/14,Germany
J_Córdoba,91519,2463,FW,185,85,right,Colombia,Colombia,1993/05/10,Germany
P_Olkowski,99437,2463,DF,184,76,right,Poland,Poland,1990/02/13,Germany
M_Jojić,127685,2463,MD,177,79,right,Serbia,Serbia,1992/03/19,Germany
S_Müller,228624,2463,GK,190,82,right,Germany,Germany,1996/02/16,Germany
S_Guirassy,263490,2463,FW,187,82,right,Côt_d'Ivoire,France,1996/03/12,Germany
L_Klünter,272338,2463,DF,184,73,right,Germany,Germany,1996/05/26,Germany
Jorg_Meré,275384,2463,DF,182,78,right,Spain,Spain,1997/04/17,Germany
V_Koziello,279734,2463,MD,168,58,right,France,France,1995/10/28,Germany
J_Horn,284524,2463,DF,186,77,left,Germany,Germany,1997/02/06,Germany
S_Özcan,356903,2463,MD,180,74,right,Germany,Turkey,1998/01/11,Germany
T_Handwerker,356928,2463,DF,177,63,left,Germany,Germany,1998/05/19,Germany
C_Führich,448127,2463,MD,178,69,right,Germany,Germany,1998/01/09,Germany
N_Nartey,471968,2463,DF,185,80,right,Ghana,Denmark,2000/02/22,Germany
Y_Bisseck,520617,2463,DF,194,83,right,Germany,Germany,2000/11/29,Germany
J_Gouweleeuw,159,2481,DF,188,78,right,Netherlands,Netherlands,1991/07/10,Germany
Dong-Wo_Ji,8537,2481,FW,188,81,right,Kore_Republic,Kore_Republic,1991/05/28,Germany
F_Giefer,14767,2481,GK,196,93,right,Germany,Germany,1990/05/17,Germany
A_Luthe,14822,2481,GK,195,85,right,Germany,Germany,1987/03/10,Germany
M_Hitz,14914,2481,GK,193,86,right,Switzerland,Switzerland,1987/09/18,Germany
J_Schmid,14997,2481,MD,179,79,right,Austria,France,1990/06/26,Germany
C_Janker,15095,2481,DF,185,78,right,Germany,Germany,1985/02/14,Germany
M_Heller,15695,2481,MD,176,70,right,Germany,Germany,1986/02/12,Germany
J_Callsen-Bracker,15768,2481,DF,188,84,right,Germany,Germany,1984/09/23,Germany
D_Baier,15777,2481,MD,176,78,right,Germany,Germany,1984/05/18,Germany
Ja-Cheo_Koo,15781,2481,MD,183,79,right,Kore_Republic,Kore_Republic,1989/02/27,Germany
J_Morávek,15782,2481,MD,180,77,right,Czec_Republic,Czec_Republic,1989/11/01,Germany
Caiuby,16432,2481,MD,184,85,left,Brazil,Brazil,1988/07/14,Germany
R_Khedira,16826,2481,MD,188,84,right,Tunisia,Germany,1994/01/27,Germany
S_Parker,18728,2481,FW,181,78,right,Unite_States,Germany,1993/03/07,Germany
A_Finnbogason,37948,2481,FW,184,80,right,Iceland,Iceland,1989/02/01,Germany
D_Opare,38079,2481,DF,175,74,right,Ghana,Ghana,1990/10/18,Germany
M_Hinteregger,65075,2481,DF,184,83,left,Austria,Austria,1992/09/07,Germany
M_Gregoritsch,65180,2481,FW,193,87,left,Austria,Austria,1994/04/18,Germany
K_Stafylidis,92947,2481,DF,178,77,left,Greece,Greece,1993/12/02,Germany
P_Max,221411,2481,DF,177,77,left,Germany,Germany,1993/09/30,Germany
R_Framberger,224965,2481,DF,179,73,right,Germany,Germany,1995/09/06,Germany
M_Richter,337960,2481,FW,176,74,right,Germany,Germany,1997/11/24,Germany
S_Córdova,354997,2481,FW,188,87,right,Venezuela,Venezuela,1997/01/10,Germany
K_Danso,366217,2481,DF,190,89,right,Ghana,Austria,1998/09/19,Germany
F_Götze,391442,2481,DF,185,80,right,Germany,Germany,1998/12/11,Germany
K_Jakob,391449,2481,DF,180,69,left,Germany,Germany,1998/01/25,Germany
R_Rösch,448313,2481,FW,180,75,right,Germany,Germany,1999/07/01,Germany
S_Asta,493725,2481,DF,178,75,right,Germany,Germany,2001/01/25,Germany
K_Vogt,14842,2482,DF,194,85,right,Germany,Germany,1991/09/23,Germany
O_Baumann,14979,2482,GK,187,82,right,Germany,Germany,1990/06/02,Germany
H_Nordtveit,15012,2482,MD,188,83,right,Norway,Norway,1990/06/21,Germany
Á_Szalai,15200,2482,FW,193,90,right,Hungary,Hungary,1987/12/09,Germany
M_Uth,15292,2482,FW,185,74,left,Germany,Germany,1991/08/24,Germany
A_Stolz,15512,2482,GK,189,89,right,Germany,Germany,1983/10/13,Germany
B_Hübner,15719,2482,DF,193,86,left,Germany,Germany,1989/07/04,Germany
L_Rupp,15942,2482,MD,178,73,right,Germany,Germany,1991/01/08,Germany
E_Bičakčić,15952,2482,DF,185,85,right,Germany,Bosnia-Herzegovina,1990/01/24,Germany
N_Schulz,18982,2482,MD,180,78,left,Germany,Germany,1993/04/01,Germany
S_Zuber,49997,2482,MD,182,79,right,Switzerland,Switzerland,1991/08/17,Germany
R_Zulj,65207,2482,MD,189,89,right,Croatia,Austria,1992/02/05,Germany
A_Kramarić,69411,2482,FW,177,73,right,Croatia,Croatia,1991/06/19,Germany
P_Kadeřábek,82487,2482,DF,182,81,right,Czec_Republic,Czec_Republic,1992/04/25,Germany
K_Akpoguma,134392,2482,DF,192,85,right,Nigeria,Germany,1995/04/19,Germany
S_Gnabry,134397,2482,MD,175,75,right,Côt_d'Ivoire,Germany,1995/07/14,Germany
F_Grillitsch,135561,2482,MD,187,77,right,Austria,Austria,1995/08/07,Germany
K_Demirbay,221333,2482,MD,182,72,left,Turkey,Germany,1993/07/03,Germany
N_Amiri,263614,2482,MD,180,73,right,Afghanistan,Germany,1996/10/27,Germany
S_Posch,282799,2482,DF,188,76,right,Austria,Austria,1997/05/14,Germany
G_Kobel,328190,2482,GK,194,90,right,Switzerland,Switzerland,1997/12/06,Germany
F_Passlack,356906,2482,MD,170,74,right,Germany,Germany,1998/05/29,Germany
D_Geiger,367621,2482,MD,172,65,right,Germany,Germany,1998/06/10,Germany
R_Hack,373350,2482,MD,176,69,right,Germany,Germany,1998/08/27,Germany
R_Nelson,397098,2482,MD,176,71,right,Zimbabwe,England,1999/12/10,Germany
J_Hoogma,414667,2482,DF,190,81,left,Netherlands,Netherlands,1998/06/11,Germany
P_Gulácsi,9611,2975,GK,190,83,right,Hungary,Hungary,1990/05/06,Germany
W_Orban,15069,2975,DF,186,82,right,Hungary,Germany,1992/11/03,Germany
D_Kaiser,15810,2975,MD,171,67,right,Germany,Germany,1988/09/16,Germany
D_Demme,15937,2975,MD,170,68,right,Italy,Germany,1991/11/21,Germany
K_Kampl,16110,2975,MD,178,67,right,Slovenia,Germany,1990/10/09,Germany
B_Schmitz,18544,2975,DF,182,75,right,Germany,Germany,1994/11/17,Germany
M_Halstenberg,18579,2975,DF,187,82,left,Germany,Germany,1991/09/27,Germany
Y_Mvogo,49883,2975,GK,190,88,right,Switzerland,Cameroon,1994/06/06,Germany
E_Forsberg,51132,2975,MD,179,78,right,Sweden,Sweden,1991/10/23,Germany
Y_Poulsen,56274,2975,FW,193,78,right,Tanzania,Denmark,1994/06/15,Germany
S_Ilsanker,65027,2975,MD,189,86,right,Austria,Austria,1989/05/18,Germany
M_Sabitzer,65596,2975,MD,177,74,right,Austria,Austria,1994/03/17,Germany
Bruma,70975,2975,FW,173,70,right,Portugal,Guinea-Bissau,1994/10/24,Germany
T_Werner,173214,2975,FW,180,75,right,Germany,Germany,1996/03/06,Germany
L_Klostermann,258252,2975,DF,189,83,right,Germany,Germany,1996/06/03,Germany
J_Augustin,279780,2975,FW,177,69,right,Haiti,France,1997/06/16,Germany
K_Laimer,282804,2975,MD,180,72,right,Austria,Austria,1997/05/27,Germany
N_Keïta,289711,2975,MD,172,64,right,Guinea,Guinea,1995/02/10,Germany
Bernardo,296341,2975,DF,186,76,left,Brazil,Brazil,1995/05/14,Germany
D_Upamecano,352988,2975,DF,185,83,right,Guinea-Bissau,France,1998/10/27,Germany
I_Konaté,393247,2975,DF,192,84,right,France,France,1999/05/25,Germany
A_Lookman,406682,2975,MD,174,78,right,Nigeria,England,1998/07/18,Germany
G_Higuaín,3323,3157,FW,184,82,right,Argentina,France,1987/12/10,Italy
M_Musacchio,3526,3157,DF,182,75,right,Italy,Argentina,1990/08/26,Italy
C_Zapata,3531,3157,DF,187,82,right,Colombia,Colombia,1986/09/30,Italy
Pep_Reina,7949,3157,GK,188,92,right,Spain,Spain,1982/08/31,Italy
Suso,11063,3157,FW,176,70,left,Spain,Spain,1993/11/19,Italy
R_Rodríguez,14922,3157,DF,180,77,left,Chile,Switzerland,1992/08/25,Italy
H_Çalhanoğlu,15524,3157,MD,178,76,right,Turkey,Germany,1994/02/08,Italy
I_Abate,20390,3157,DF,180,73,right,Italy,Italy,1986/11/12,Italy
F_Borini,20449,3157,FW,180,74,right,Italy,Italy,1991/03/29,Italy
L_Bonucci,20459,3157,DF,190,82,right,Italy,Italy,1987/05/01,Italy
G_Bonaventura,20845,3157,MD,180,75,right,Italy,Italy,1989/08/22,Italy
R_Montolivo,20943,3157,MD,182,79,right,Germany,Italy,1985/01/18,Italy
L_Antonelli,21272,3157,DF,184,79,left,Italy,Italy,1987/02/11,Italy
A_Donnarumma,22085,3157,GK,192,96,right,Italy,Italy,1990/07/07,Italy
T_Bakayoko,28291,3157,MD,184,72,right,Côt_d'Ivoire,France,1994/08/17,Italy
L_Biglia,37732,3157,MD,178,74,right,Italy,Argentina,1986/01/30,Italy
I_Strinić,105361,3157,DF,186,78,left,Croatia,Croatia,1987/07/17,Italy
N_Kalinić,105376,3157,FW,187,81,right,Croatia,Croatia,1988/01/05,Italy
D_Laxalt,116269,3157,MD,178,66,left,Italy,Uruguay,1993/02/07,Italy
A_Conti,134419,3157,DF,181,75,right,Italy,Italy,1994/03/02,Italy
A_Romagnoli,146588,3157,DF,188,78,left,Italy,Italy,1995/01/12,Italy
J_Mauri,239294,3157,MD,169,63,right,Italy,Argentina,1996/05/16,Italy
D_Calabria,257028,3157,DF,176,70,right,Italy,Italy,1996/12/06,Italy
F_Kessié,285109,3157,MD,183,76,right,Côt_d'Ivoire,Côt_d'Ivoire,1996/12/19,Italy
M_Locatelli,286226,3157,MD,185,75,right,Italy,Italy,1998/01/08,Italy
G_Donnarumma,350999,3157,GK,198,76,right,Italy,Italy,1999/02/25,Italy
P_Cutrone,351010,3157,FW,184,75,right,Italy,Italy,1998/01/03,Italy
K_Strootman,114,3158,MD,186,78,left,Netherlands,Netherlands,1990/02/13,Italy
F_Fazio,3463,3158,DF,195,85,right,Italy,Argentina,1987/03/17,Italy
D_Perotti,3475,3158,FW,179,70,right,Spain,Argentina,1988/07/26,Italy
S_N'Zonzi,8200,3158,MD,196,75,right,Cong_DR,France,1988/12/15,Italy
A_Kolarov,8306,3158,DF,187,83,left,Serbia,Serbia,1985/11/10,Italy
E_Džeko,8327,3158,FW,193,84,right,Bosnia-Herzegovina,Bosnia-Herzegovina,1986/03/17,Italy
S_E_Shaarawy,20418,3158,FW,178,72,right,Egypt,Italy,1992/10/27,Italy
D_D_Rossi,20438,3158,MD,184,83,right,Italy,Italy,1983/07/24,Italy
Jua_Jesus,20518,3158,DF,185,76,left,Brazil,Brazil,1991/06/10,Italy
R_Nainggolan,20879,3158,MD,176,77,right,Indonesia,Belgium,1988/05/04,Italy
A_Florenzi,22566,3158,MD,173,67,right,Italy,Italy,1991/03/11,Italy
G_Defrel,23149,3158,FW,180,79,left,France,France,1991/06/17,Italy
M_Gonalons,25405,3158,MD,187,76,right,France,France,1989/03/10,Italy
R_Olsen,50798,3158,GK,196,89,right,Denmark,Sweden,1990/01/08,Italy
K_Manolas,92966,3158,DF,189,83,right,Greece,Greece,1991/06/14,Italy
Ł_Skorupski,99430,3158,GK,190,83,right,Poland,Poland,1991/05/05,Italy
J_Silva,137298,3158,DF,180,75,left,Italy,Argentina,1994/06/29,Italy
P_Schick,234359,3158,FW,186,73,left,Czec_Republic,Czec_Republic,1996/01/24,Italy
E_Capradossi,239290,3158,DF,185,78,right,Italy,Uganda,1996/03/11,Italy
